Address,City,State,ZIP,,[sequence],[summary],[addressee],[delivery_line_1],[delivery_line_2],[city_name],[state_abbreviation],[full_zipcode],[notes],[county_name],[rdi],[latitude],[longitude],[precision],[dpv_match_code],[dpv_footnotes],[footnotes],[county_fips],[record_type],[zip_type],[carrier_route],[congressional_district],[building_default_indicator],[elot_sequence],[elot_sort],[time_zone],[utc_offset],[dst],[dpv_cmra],[ews_match],[lacslink_indicator],[lacslink_code],[suitelink_match],[dpv_vacant],[active],[urbanization],[primary_number],[street_name],[street_predirection],[street_postdirection],[street_suffix],[secondary_number],[secondary_designator],[extra_secondary_number],[extra_secondary_designator],[pmb_designator],[pmb_number],[default_city_name],[zipcode],[plus4_code],[delivery_point],[delivery_point_check_digit],[last_line],[delivery_point_barcode]
3045 BEACON AVE S,Seattle,WA,98144,,64,Match-Mailable,,3045 Beacon Ave S,,Seattle,WA,98144-5853,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57614,-122.30964,Zip9,Y,AABB,,53033,S,Standard,C025,9,,48,A,Pacific,-8,Y,N,,,,,N,Y,,3045,Beacon,,S,Ave,,,,,,,,98144,5853,45,4,Seattle WA 98144-5853,9.81446E+11
3045 BEACON AVE S,Seattle,WA,98144,,65,Match-Mailable,,3045 Beacon Ave S,,Seattle,WA,98144-5853,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57614,-122.30964,Zip9,Y,AABB,,53033,S,Standard,C025,9,,48,A,Pacific,-8,Y,N,,,,,N,Y,,3045,Beacon,,S,Ave,,,,,,,,98144,5853,45,4,Seattle WA 98144-5853,9.81446E+11
1703 32ND AVE S,Seattle,WA,98144,,66,Match-Mailable,,1703 32nd Ave S,,Seattle,WA,98144-4925,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58769,-122.29158,Zip9,Y,AABB,,53033,S,Standard,C032,9,,117,D,Pacific,-8,Y,N,,,,,N,Y,,1703,32nd,,S,Ave,,,,,,,,98144,4925,3,1,Seattle WA 98144-4925,9.81445E+11
1707 32ND AVE S,Seattle,WA,98144,,67,Match-Mailable,,1707 32nd Ave S,,Seattle,WA,98144-4925,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58769,-122.29158,Zip9,Y,AABB,,53033,S,Standard,C032,9,,117,D,Pacific,-8,Y,N,,,,,N,Y,,1707,32nd,,S,Ave,,,,,,,,98144,4925,7,7,Seattle WA 98144-4925,9.81445E+11
2731 S JUDKINS ST,Seattle,WA,98144,,68,Match-Mailable,,2731 S Judkins St,,Seattle,WA,98144-3824,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59193,-122.29727,Zip9,Y,AABB,,53033,S,Standard,C052,9,,134,A,Pacific,-8,Y,N,,,,,N,Y,,2731,Judkins,S,,St,,,,,,,,98144,3824,31,3,Seattle WA 98144-3824,9.81444E+11
1121 30TH AVE S,Seattle,WA,98144,,69,Match-Mailable,,1121 30th Ave S,,Seattle,WA,98144-3209,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59315,-122.29345,Zip9,Y,AABB,,53033,S,Standard,C032,9,,44,A,Pacific,-8,Y,N,,,,,N,Y,,1121,30th,,S,Ave,,,,,,,,98144,3209,21,7,Seattle WA 98144-3209,9.81443E+11
1128 YAKIMA AVE S,Seattle,WA,98144,,70,Match-Mailable,,1128 Yakima Ave S,,Seattle,WA,98144-3126,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59318,-122.29432,Zip9,Y,AABB,,53033,S,Standard,C032,9,,19,A,Pacific,-8,Y,N,,,,,N,Y,,1128,Yakima,,S,Ave,,,,,,,,98144,3126,28,2,Seattle WA 98144-3126,9.81443E+11
916 A 29TH AVE S,Seattle,WA,98144,,71,Match-Mailable,,916 29th Ave S Unit A,,Seattle,WA,98144-3167,"Standardized, Fixed abbreviations, Matched street and city and state, Confirmed entire address",King,Residential,47.59437,-122.29534,Zip9,Y,AABB,N#,53033,H,Standard,C052,9,,221,A,Pacific,-8,Y,N,,,,,N,Y,,916,29th,,S,Ave,A,Unit,,,,,,98144,3167,73,7,Seattle WA 98144-3167,9.81443E+11
825 29TH AVE S,Seattle,WA,98144,,72,Match-Mailable,,825 29th Ave S,,Seattle,WA,98144-3121,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59546,-122.29549,Zip9,Y,AABB,,53033,S,Standard,C052,9,,206,A,Pacific,-8,Y,N,,,,,N,Y,,825,29th,,S,Ave,,,,,,,,98144,3121,25,0,Seattle WA 98144-3121,9.81443E+11
2819 S NORMAN ST,Seattle,WA,98144,,73,Match-Mailable,,2819 S Norman St,,Seattle,WA,98144-3140,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59322,-122.29606,Zip9,Y,AABB,,53033,S,Standard,C052,9,,166,D,Pacific,-8,Y,N,,,,,N,Y,,2819,Norman,S,,St,,,,,,,,98144,3140,19,6,Seattle WA 98144-3140,9.81443E+11
1109 29TH AVE S,Seattle,WA,98144,,74,Match-Mailable,,1109 29th Ave S,,Seattle,WA,98144-3127,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59323,-122.29555,Zip9,Y,AABB,,53033,S,Standard,C052,9,,163,A,Pacific,-8,Y,N,,,,,N,Y,,1109,29th,,S,Ave,,,,,,,,98144,3127,9,2,Seattle WA 98144-3127,9.81443E+11
919 30TH AVE S,Seattle,WA,98144,,75,Match-Mailable,,919 30th Ave S,,Seattle,WA,98144-3206,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59431,-122.29342,Zip9,Y,AABB,,53033,S,Standard,C032,9,,42,A,Pacific,-8,Y,N,,,,,N,Y,,919,30th,,S,Ave,,,,,,,,98144,3206,19,3,Seattle WA 98144-3206,9.81443E+11
1122 YAKIMA AVE S,Seattle,WA,98144,,76,Match-Mailable,,1122 Yakima Ave S,,Seattle,WA,98144-3126,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59318,-122.29432,Zip9,Y,AABB,,53033,S,Standard,C032,9,,19,A,Pacific,-8,Y,N,,,,,N,Y,,1122,Yakima,,S,Ave,,,,,,,,98144,3126,22,8,Seattle WA 98144-3126,9.81443E+11
1110 YAKIMA AVE S,Seattle,WA,98144,,77,Match-Mailable,,1110 Yakima Ave S,,Seattle,WA,98144-3126,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59318,-122.29432,Zip9,Y,AABB,,53033,S,Standard,C032,9,,19,A,Pacific,-8,Y,N,,,,,N,Y,,1110,Yakima,,S,Ave,,,,,,,,98144,3126,10,1,Seattle WA 98144-3126,9.81443E+11
910 29TH AVE S,Seattle,WA,98144,,78,Match-Mailable,,910 29th Ave S,,Seattle,WA,98144-3124,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59441,-122.29534,Zip9,Y,AABB,,53033,S,Standard,C052,9,,223,A,Pacific,-8,Y,N,,,,,N,Y,,910,29th,,S,Ave,,,,,,,,98144,3124,10,3,Seattle WA 98144-3124,9.81443E+11
2535 13TH AVE S,Seattle,WA,98144,,79,Match-Mailable,,2535 13th Ave S,,Seattle,WA,98144-5008,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58083,-122.31616,Zip9,Y,AABB,,53033,S,Standard,C015,9,,36,A,Pacific,-8,Y,N,,,,,N,Y,,2535,13th,,S,Ave,,,,,,,,98144,5008,35,3,Seattle WA 98144-5008,9.81445E+11
2517 13TH AVE S,Seattle,WA,98144,,80,Match-Mailable,,2517 13th Ave S,,Seattle,WA,98144-5008,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58083,-122.31616,Zip9,Y,AABB,,53033,S,Standard,C015,9,,31,A,Pacific,-8,Y,N,,,,,N,Y,,2517,13th,,S,Ave,,,,,,,,98144,5008,17,3,Seattle WA 98144-5008,9.81445E+11
927 30TH AVE S,Seattle,WA,98144,,81,Match-Mailable,,927 30th Ave S,,Seattle,WA,98144-3206,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59431,-122.29342,Zip9,Y,AABB,,53033,S,Standard,C032,9,,42,A,Pacific,-8,Y,N,,,,,N,Y,,927,30th,,S,Ave,,,,,,,,98144,3206,27,4,Seattle WA 98144-3206,9.81443E+11
1124 YAKIMA AVE S,Seattle,WA,98144,,82,Match-Mailable,,1124 Yakima Ave S,,Seattle,WA,98144-3126,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59318,-122.29432,Zip9,Y,AABB,,53033,S,Standard,C032,9,,19,A,Pacific,-8,Y,N,,,,,N,Y,,1124,Yakima,,S,Ave,,,,,,,,98144,3126,24,6,Seattle WA 98144-3126,9.81443E+11
916 C 29TH AVE S,Seattle,WA,98144,,83,Match-Mailable,,916 29th Ave S Unit C,,Seattle,WA,98144-3167,"Standardized, Fixed abbreviations, Matched street and city and state, Confirmed entire address",King,Residential,47.59437,-122.29534,Zip9,Y,AABB,N#,53033,H,Standard,C052,9,,221,A,Pacific,-8,Y,N,,,,,N,Y,,916,29th,,S,Ave,C,Unit,,,,,,98144,3167,75,5,Seattle WA 98144-3167,9.81443E+11
834 29TH AVE S,Seattle,WA,98144,,84,Match-Mailable,,834 29th Ave S,,Seattle,WA,98144-3122,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59538,-122.29531,Zip9,Y,AABB,,53033,S,Standard,C052,9,,197,D,Pacific,-8,Y,N,,,,,N,Y,,834,29th,,S,Ave,,,,,,,,98144,3122,34,9,Seattle WA 98144-3122,9.81443E+11
2819 S CHARLES ST,Seattle,WA,98144,,85,Match-Mailable,,2819 S Charles St,,Seattle,WA,98144-3158,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59439,-122.29634,Zip9,Y,AABB,,53033,S,Standard,C052,9,,210,A,Pacific,-8,Y,N,,,,,N,Y,,2819,Charles,S,,St,,,,,,,,98144,3158,19,7,Seattle WA 98144-3158,9.81443E+11
819 YAKIMA AVE S,Seattle,WA,98144,,86,Match-Mailable,,819 Yakima Ave S,,Seattle,WA,98144-3144,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59553,-122.29443,Zip9,Y,AABB,,53033,S,Standard,C032,9,,28,D,Pacific,-8,Y,N,,,,,N,Y,,819,Yakima,,S,Ave,,,,,,,,98144,3144,19,2,Seattle WA 98144-3144,9.81443E+11
819 29TH AVE S,Seattle,WA,98144,,87,Match-Mailable,,819 29th Ave S,,Seattle,WA,98144-3121,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59546,-122.29549,Zip9,Y,AABB,,53033,S,Standard,C052,9,,206,A,Pacific,-8,Y,N,,,,,N,Y,,819,29th,,S,Ave,,,,,,,,98144,3121,19,7,Seattle WA 98144-3121,9.81443E+11
1114 YAKIMA AVE S,Seattle,WA,98144,,88,Match-Mailable,,1114 Yakima Ave S,,Seattle,WA,98144-3126,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59318,-122.29432,Zip9,Y,AABB,,53033,S,Standard,C032,9,,19,A,Pacific,-8,Y,N,,,,,N,Y,,1114,Yakima,,S,Ave,,,,,,,,98144,3126,14,7,Seattle WA 98144-3126,9.81443E+11
1114 A 29TH AVE S,Seattle,WA,98144,,89,Match-Mailable,,1114 29th Ave S Unit A,,Seattle,WA,98144-3169,"Standardized, Fixed abbreviations, Matched street and city and state, Confirmed entire address",King,Residential,47.59323,-122.29537,Zip9,Y,AABB,N#,53033,H,Standard,C052,9,,161,A,Pacific,-8,Y,N,,,,,N,Y,,1114,29th,,S,Ave,A,Unit,,,,,,98144,3169,73,5,Seattle WA 98144-3169,9.81443E+11
916 B 29TH AVE S,Seattle,WA,98144,,90,Match-Mailable,,916 29th Ave S Unit B,,Seattle,WA,98144-3167,"Standardized, Fixed abbreviations, Matched street and city and state, Confirmed entire address",King,Residential,47.59437,-122.29534,Zip9,Y,AABB,N#,53033,H,Standard,C052,9,,221,A,Pacific,-8,Y,N,,,,,N,Y,,916,29th,,S,Ave,B,Unit,,,,,,98144,3167,74,6,Seattle WA 98144-3167,9.81443E+11
923 29TH AVE S,Seattle,WA,98144,,91,Match-Inactive,,923 29th Ave S,,Seattle,WA,98144-3123,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59431,-122.29552,Zip9,Y,AABB,,53033,S,Standard,C052,9,,211,A,Pacific,-8,Y,N,,,,,N,N,,923,29th,,S,Ave,,,,,,,,98144,3123,23,0,Seattle WA 98144-3123,9.81443E+11
1105 29TH AVE S,Seattle,WA,98144,,92,Match-Mailable,,1105 29th Ave S,,Seattle,WA,98144-3127,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59323,-122.29555,Zip9,Y,AABB,,53033,S,Standard,C052,9,,163,A,Pacific,-8,Y,N,,,,,N,Y,,1105,29th,,S,Ave,,,,,,,,98144,3127,5,6,Seattle WA 98144-3127,9.81443E+11
1202 D BRADNER PL S,Seattle,WA,98144,,93,No Match,,1202D Bradner Pl S,,Seattle,WA,98144-3155,"Flagged for LACSLink, Fixed abbreviations, Matched street and city and state, Primary number invalid",King,Unknown,47.59253,-122.29598,Zip9,N,AAM3,LI#N#,53033,S,Standard,C052,9,,,,Pacific,-8,Y,,,N,0,,,,,1202D,Bradner,,S,Pl,,,,,,,,98144,3155,,,Seattle WA 98144-3155,981443155
1715 30TH AVE S,Seattle,WA,98144,,94,Match-Mailable,,1715 30th Ave S,,Seattle,WA,98144-4860,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58773,-122.29368,Zip9,Y,AABB,,53033,S,Standard,C033,9,,32,D,Pacific,-8,Y,N,,,,,N,Y,,1715,30th,,S,Ave,,,,,,,,98144,4860,15,0,Seattle WA 98144-4860,9.81445E+11
3002 19TH AVE S,Seattle,WA,98144,,95,Match-Mailable,,3002 19th Ave S,,Seattle,WA,98144-5830,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.5767,-122.30783,Zip9,Y,AABB,,53033,S,Standard,C025,9,,81,D,Pacific,-8,Y,N,,,,,N,Y,,3002,19th,,S,Ave,,,,,,,,98144,5830,2,6,Seattle WA 98144-5830,9.81446E+11
3028 19TH AVE S,Seattle,WA,98144,,96,Match-Mailable,,3028 19th Ave S,,Seattle,WA,98144-5830,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.5767,-122.30783,Zip9,Y,AABB,,53033,S,Standard,C025,9,,81,D,Pacific,-8,Y,N,,,,,N,Y,,3028,19th,,S,Ave,,,,,,,,98144,5830,28,8,Seattle WA 98144-5830,9.81446E+11
1803 S STEVENS ST,Seattle,WA,98144,,97,Match-Mailable,,1803 S Stevens St,,Seattle,WA,98144-5842,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57689,-122.30911,Zip9,Y,AABB,,53033,S,Standard,C025,9,,71,A,Pacific,-8,Y,N,,,,,N,Y,,1803,Stevens,S,,St,,,,,,,,98144,5842,3,2,Seattle WA 98144-5842,9.81446E+11
3037 19TH AVE S,Seattle,WA,98144,,98,Match-Mailable,,3037 19th Ave S,,Seattle,WA,98144-5829,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57665,-122.30801,Zip9,Y,AABB,,53033,S,Standard,C025,9,,80,A,Pacific,-8,Y,N,,,,,N,Y,,3037,19th,,S,Ave,,,,,,,,98144,5829,37,0,Seattle WA 98144-5829,9.81446E+11
2001 S STEVENS ST,Seattle,WA,98144,,99,Match-Mailable,,2001 S Stevens St,,Seattle,WA,98144-5846,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57689,-122.30654,Zip9,Y,AABB,,53033,S,Standard,C025,9,,96,A,Pacific,-8,Y,N,,,,,N,Y,,2001,Stevens,S,,St,,,,,,,,98144,5846,1,0,Seattle WA 98144-5846,9.81446E+11
3062 19TH AVE S,Seattle,WA,98144,,100,Match-Mailable,,3062 19th Ave S,,Seattle,WA,98144-5830,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.5767,-122.30783,Zip9,Y,AABB,,53033,S,Standard,C025,9,,81,D,Pacific,-8,Y,N,,,,,N,Y,,3062,19th,,S,Ave,,,,,,,,98144,5830,62,0,Seattle WA 98144-5830,9.81446E+11
3015 20TH AVE S,Seattle,WA,98144,,101,Match-Mailable,,3015 20th Ave S,,Seattle,WA,98144-5835,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57658,-122.30679,Zip9,Y,AABB,,53033,S,Standard,C025,9,,97,A,Pacific,-8,Y,N,,,,,N,Y,,3015,20th,,S,Ave,,,,,,,,98144,5835,15,7,Seattle WA 98144-5835,9.81446E+11
3030 18TH AVE S,Seattle,WA,98144,,102,Match-Mailable,,3030 18th Ave S,,Seattle,WA,98144-5812,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57669,-122.30896,Zip9,Y,AABB,,53033,S,Standard,C025,9,,72,A,Pacific,-8,Y,N,,,,,N,Y,,3030,18th,,S,Ave,,,,,,,,98144,5812,30,5,Seattle WA 98144-5812,9.81446E+11
3054 18TH AVE S,Seattle,WA,98144,,103,Match-Mailable,,3054 18th Ave S,,Seattle,WA,98144-5812,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57669,-122.30896,Zip9,Y,AABB,,53033,S,Standard,C025,9,,72,A,Pacific,-8,Y,N,,,,,N,Y,,3054,18th,,S,Ave,,,,,,,,98144,5812,54,9,Seattle WA 98144-5812,9.81446E+11
819 30TH AVE S,Seattle,WA,98144,,104,Match-Mailable,,819 30th Ave S,,Seattle,WA,98144-3205,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.5955,-122.29339,Zip9,Y,AABB,,53033,S,Standard,C032,9,,40,A,Pacific,-8,Y,N,,,,,N,Y,,819,30th,,S,Ave,,,,,,,,98144,3205,19,4,Seattle WA 98144-3205,9.81443E+11
1136 YAKIMA AVE S,Seattle,WA,98144,,105,Match-Mailable,,1136 Yakima Ave S,,Seattle,WA,98144-3126,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59318,-122.29432,Zip9,Y,AABB,,53033,S,Standard,C032,9,,19,A,Pacific,-8,Y,N,,,,,N,Y,,1136,Yakima,,S,Ave,,,,,,,,98144,3126,36,3,Seattle WA 98144-3126,9.81443E+11
2900 S JUDKINS ST,Seattle,WA,98144,,106,Match-Mailable,,2900 S Judkins St,,Seattle,WA,98144-3829,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59226,-122.29541,Zip9,Y,AABB,,53033,S,Standard,C032,9,,13,A,Pacific,-8,Y,N,,,,,N,Y,,2900,Judkins,S,,St,,,,,,,,98144,3829,0,2,Seattle WA 98144-3829,9.81444E+11
914 29TH AVE S,Seattle,WA,98144,,107,Match-Mailable,,914 29th Ave S,,Seattle,WA,98144-3124,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59441,-122.29534,Zip9,Y,AABB,,53033,S,Standard,C052,9,,219,A,Pacific,-8,Y,N,,,,,N,Y,,914,29th,,S,Ave,,,,,,,,98144,3124,14,9,Seattle WA 98144-3124,9.81443E+11
806 29TH AVE S,Seattle,WA,98144,,108,Match-Mailable,,806 29th Ave S,,Seattle,WA,98144-3122,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59538,-122.29531,Zip9,Y,AABB,,53033,S,Standard,C052,9,,205,D,Pacific,-8,Y,N,,,,,N,Y,,806,29th,,S,Ave,,,,,,,,98144,3122,6,0,Seattle WA 98144-3122,9.81443E+11
2523 13TH AVE S,Seattle,WA,98144,,109,Match-Mailable,,2523 13th Ave S,,Seattle,WA,98144-5008,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58083,-122.31616,Zip9,Y,AABB,,53033,S,Standard,C015,9,,31,A,Pacific,-8,Y,N,,,,,N,Y,,2523,13th,,S,Ave,,,,,,,,98144,5008,23,6,Seattle WA 98144-5008,9.81445E+11
2519 13TH AVE S,Seattle,WA,98144,,110,Match-Mailable,,2519 13th Ave S,,Seattle,WA,98144-5008,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58083,-122.31616,Zip9,Y,AABB,,53033,S,Standard,C015,9,,31,A,Pacific,-8,Y,N,,,,,N,Y,,2519,13th,,S,Ave,,,,,,,,98144,5008,19,1,Seattle WA 98144-5008,9.81445E+11
820 YAKIMA AVE S,Seattle,WA,98144,,111,Match-Mailable,,820 Yakima Ave S,,Seattle,WA,98144-3145,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59555,-122.29425,Zip9,Y,AABB,,53033,S,Standard,C032,9,,29,A,Pacific,-8,Y,N,,,,,N,Y,,820,Yakima,,S,Ave,,,,,,,,98144,3145,20,9,Seattle WA 98144-3145,9.81443E+11
816 YAKIMA AVE S,Seattle,WA,98144,,112,Match-Mailable,,816 Yakima Ave S,,Seattle,WA,98144-3145,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59555,-122.29425,Zip9,Y,AABB,,53033,S,Standard,C032,9,,29,A,Pacific,-8,Y,N,,,,,N,Y,,816,Yakima,,S,Ave,,,,,,,,98144,3145,16,4,Seattle WA 98144-3145,9.81443E+11
933 29TH AVE S,Seattle,WA,98144,,113,Match-Mailable,,933 29th Ave S,,Seattle,WA,98144-3123,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59431,-122.29552,Zip9,Y,AABB,,53033,S,Standard,C052,9,,175,A,Pacific,-8,Y,N,,,,,N,Y,,933,29th,,S,Ave,,,,,,,,98144,3123,33,9,Seattle WA 98144-3123,9.81443E+11
3025 19TH AVE S,Seattle,WA,98144,,114,Match-Mailable,,3025 19th Ave S,,Seattle,WA,98144-5829,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57665,-122.30801,Zip9,Y,AABB,,53033,S,Standard,C025,9,,80,A,Pacific,-8,Y,N,,,,,N,Y,,3025,19th,,S,Ave,,,,,,,,98144,5829,25,3,Seattle WA 98144-5829,9.81446E+11
3102 17TH AVE S,Seattle,WA,98144,,115,Match-Mailable,,3102 17th Ave S,,Seattle,WA,98144-5807,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57556,-122.31067,Zip9,Y,AABB,,53033,S,Standard,C015,9,,95,A,Pacific,-8,Y,N,,,,,N,Y,,3102,17th,,S,Ave,,,,,,,,98144,5807,2,2,Seattle WA 98144-5807,9.81446E+11
3202 18TH AVE S,Seattle,WA,98144,,116,Match-Mailable,,3202 18th Ave S,,Seattle,WA,98144-6414,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57495,-122.30837,Zip9,Y,AABB,,53033,S,Standard,C026,9,,17,D,Pacific,-8,Y,N,,,,,N,Y,,3202,18th,,S,Ave,,,,,,,,98144,6414,2,7,Seattle WA 98144-6414,9.81446E+11
2013 S STEVENS ST,Seattle,WA,98144,,117,Match-Mailable,,2013 S Stevens St,,Seattle,WA,98144-5846,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57689,-122.30654,Zip9,Y,AABB,,53033,S,Standard,C025,9,,99,A,Pacific,-8,Y,N,,,,,N,Y,,2013,Stevens,S,,St,,,,,,,,98144,5846,13,7,Seattle WA 98144-5846,9.81446E+11
3048 20TH AVE S,Seattle,WA,98144,,118,Match-Mailable,,3048 20th Ave S,,Seattle,WA,98144-5836,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57665,-122.30662,Zip9,Y,AABB,,53033,S,Standard,C025,9,,98,D,Pacific,-8,Y,N,,,,,N,Y,,3048,20th,,S,Ave,,,,,,,,98144,5836,48,0,Seattle WA 98144-5836,9.81446E+11
3053 20TH AVE S,Seattle,WA,98144,,119,Match-Mailable,,3053 20th Ave S,,Seattle,WA,98144-5835,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57658,-122.30679,Zip9,Y,AABB,,53033,S,Standard,C025,9,,97,A,Pacific,-8,Y,N,,,,,N,Y,,3053,20th,,S,Ave,,,,,,,,98144,5835,53,5,Seattle WA 98144-5835,9.81446E+11
1806 S HANFORD ST,Seattle,WA,98144,,120,Match-Mailable,,1806 S Hanford St,,Seattle,WA,98144-5858,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57517,-122.30843,Zip9,Y,AABB,,53033,S,Standard,C026,9,,18,D,Pacific,-8,Y,N,,,,,N,Y,,1806,Hanford,S,,St,,,,,,,,98144,5858,6,2,Seattle WA 98144-5858,9.81446E+11
3206 18TH AVE S,Seattle,WA,98144,,121,Match-Mailable,,3206 18th Ave S,,Seattle,WA,98144-6414,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57495,-122.30837,Zip9,Y,AABB,,53033,S,Standard,C026,9,,17,D,Pacific,-8,Y,N,,,,,N,Y,,3206,18th,,S,Ave,,,,,,,,98144,6414,6,3,Seattle WA 98144-6414,9.81446E+11
3037 21ST AVE S,Seattle,WA,98144,,122,Match-Mailable,,3037 21st Ave S,,Seattle,WA,98144-5905,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57629,-122.30546,Zip9,Y,AABB,,53033,S,Standard,C026,9,,88,A,Pacific,-8,Y,N,,,,,N,Y,,3037,21st,,S,Ave,,,,,,,,98144,5905,37,5,Seattle WA 98144-5905,9.81446E+11
1923 S STEVENS ST,Seattle,WA,98144,,123,Match-Mailable,,1923 S Stevens St,,Seattle,WA,98144-5844,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57689,-122.30782,Zip9,Y,AABB,,53033,S,Standard,C025,9,,93,A,Pacific,-8,Y,N,,,,,N,Y,,1923,Stevens,S,,St,,,,,,,,98144,5844,23,8,Seattle WA 98144-5844,9.81446E+11
3017 19TH AVE S,Seattle,WA,98144,,124,Match-Mailable,,3017 19th Ave S,,Seattle,WA,98144-5829,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57665,-122.30801,Zip9,Y,AABB,,53033,S,Standard,C025,9,,80,A,Pacific,-8,Y,N,,,,,N,Y,,3017,19th,,S,Ave,,,,,,,,98144,5829,17,2,Seattle WA 98144-5829,9.81446E+11
3023 18TH AVE S,Seattle,WA,98144,,125,Match-Mailable,,3023 18th Ave S,,Seattle,WA,98144-5811,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.5766,-122.30911,Zip9,Y,AABB,,53033,S,Standard,C025,9,,77,D,Pacific,-8,Y,N,,,,,N,Y,,3023,18th,,S,Ave,,,,,,,,98144,5811,23,4,Seattle WA 98144-5811,9.81446E+11
3027 BEACON AVE S,Seattle,WA,98144,,126,Match-Mailable,,3027 Beacon Ave S,,Seattle,WA,98144-5853,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57614,-122.30964,Zip9,Y,AABB,,53033,S,Standard,C025,9,,51,D,Pacific,-8,Y,N,,,,,N,Y,,3027,Beacon,,S,Ave,,,,,,,,98144,5853,27,4,Seattle WA 98144-5853,9.81446E+11
1708 S HANFORD ST,Seattle,WA,98144,,127,Match-Mailable,,1708 S Hanford St,,Seattle,WA,98144-6311,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.57517,-122.31002,Zip9,Y,AABB,,53033,S,Standard,C026,9,,10,D,Pacific,-8,Y,N,,,,,N,Y,,1708,Hanford,S,,St,,,,,,,,98144,6311,8,5,Seattle WA 98144-6311,9.81446E+11
