Major,Minor,ComplexDescr,NbrBldgs,NbrStories,NbrUnits,AvgUnitSize,ProjectLocation,ProjectAppeal,PcntWithView,ConstrClass,BldgQuality,Condition,YrBuilt,EffYr,PcntComplete,Elevators,SectySystem,Fireplace,Laundry,Address
415400,0,16 Unit Condo,1,2,16,938,3,3,0,4,4,3,1992,1994,100,N,Y,Y,2,7223 NE 175TH ST 98028
273410,10,4-PLEX,1,2,4,694,1,1,0,4,2,2,1900,1961,100,N,N,N,0,6201 CARLETON AVE S 98108
182305,9185,8-UNIT APT,1,1,8,578,0,0,0,4,4,3,1954,1979,100,N,N,N,1,609 SHATTUCK AVE S 98055
387990,965, ,1,3,34,646,3,4,29,4,5,3,1930,1985,100,N,Y, ,1,220 W OLYMPIC PL 98119
419320,0,5 FLAT UNITS,1,3,5,1598,3,3,0,4,5,3,1997,1997,100,Y,Y,Y,2,1959 12TH AVE W 98119
342305,9096,FAIRWOOD POND APTS,14,3,194,1013,3,3,0,4,5,3,1997,1997,100, ,N,Y,2,14700 SE PETROVITSKY RD 98058
721740,285,DUPLEX & 4-PLEX,2,2,7,857,3,2,0,4,3,4,1907,1988,100,N,N,N,0,2500 E UNION ST 98122
722500,35,APARTMENT,1,2,6,592,0,0,0,4,4,3,1969,1985,100,N,N,N,1,425 PELLY AVE N 98055
685070,630,APT,1,2,13,560,3,3,10,3,4,4,1957,1980,100,N,N,Y,2,615 E MERCER ST 98102
787620,0,6 UNIT,1,3,6,1053,3,3,100,4,3,3,1978,1988,100,N,N, ,2,28422 16TH AVE S 98003
290920,0,CONDO,1,4,16,1149,3,3,0,4,4,3,1985,1985,100,Y,Y,Y,2,7111 LINDEN AVE N 98103
798540,113,8 UNIT APARTMENT,1,4,8,794,3,3,0,4,4,3,1988,1992,100,N,N,N,1,7509 24TH AVE SW 98106
422690,50,BROOKS MANOR,1,2,22,559,3,3,0,4,4,3,1971,1985,100,N,N,N,1,165 14TH AVE 98122
919480,0,2 UNIT CONDO,1,3,2,2018,4,4,0,4,6,3,1991,1991,100,N,N,Y,2,10107 NE 64TH ST 98033
22505,9110,Mixed use w/ basement parking,3,6,322,839,4,4,0,4,4,3,2009,2009,100,Y,Y,N,2,8102 161ST AVE NE
332406,9492,18 UNIT APT,1,3,18,933,0,0,0,4,4,3,1968,1985,100,N,N,N,1,660 WILDWOOD BLVD SW 98027
186060,870,FIVE UNIT APARTMENT,1,2,5,703,3,3,40,4,3,3,1907,1970,100,N,N,N,1,914 W GALER ST 98119
189940,245,20 UNIT APT,1,4,20,675,0,0,0,4,4,3,1989,1993,100,N,Y,N,1,809 SW 149TH ST 98166
114200,1100,CAMPUS APT,1,4,39,575,3,3,0,3,5,3,1923,1983,100,N,N,N,1,4210 BROOKLYN AVE NE 98105
552920,0,2 4-plex bldgs,2,4,8,1100,3,3,100,4,4,3,1999,1999,100,N, , ,2,512 MILL AVE S 98055
952310,3630,APARTMENTS,1,2,7,528,3,3,0,4,3,4,1910,1975,100,N,Y,N,1,6100 PHINNEY AVE N 98103
45190,0,1comml 162res,1,6,163,762,3,4,0,4,4,3,2000,2000,100,Y,Y,Y,2,1532 NW 56TH ST
277060,4375,16 - UNIT APARTMENT,1,4,16,784,1,3,50,4,5,3,1975,1990,100,Y,Y,N,1,3050 14TH AVE W 98119
762570,25,SFR to 4-plex,1,1,4,630,3,3,0,4,2,3,1920,1973,100,N, , ,0,5229 FAUNTLEROY WAY SW 98136
661320,0,40 Unit Condo,16,2,40,1784,3,3,0,4,4,3,2000,2000,100,N,N,Y,2,32001 47TH AVE SW 98023
322505,9103, ,1,4,127,516,4,4,0,4,5,3,2002,2002,100,Y,Y,N,2,11030 MAIN ST 98004
509440,25,,1,2,96,405,3,3,0,4,4,3,2002,2002,100,Y,Y, ,1,945 22ND ST NE 98002
192605,9052,4-PLEX,1,2,4,840,2,3,0,4,5,3,1980,1990,100,N,N,Y,0,13319 100TH AVE NE 98034
678081,0,7 UNIT CONDO,1,2,7,1071,4,3,0,4,4,4,1978,1983,100,Y,N,Y,2,516 S 222ND ST 98198
720480,200, ,14,3,112,920,3,3,0,4,4,3,2008,2008,100,N, , ,2,27830 PACIFIC HWY S
197220,1260,22 - UNIT APT,1,3,22,712,3,3,55,4,4,3,1968,1985,100,N,N,N,1,3626 FREMONT LN N 98103
276760,1770,8 UNIT APT,1,2,8,607,3,3,0,4,4,3,1958,1980,100,N,N,N,1,6210 22ND AVE NW 98107
170310,0,FLATS,1,1,5,823,3,4,0,4,5,4,1924,1970,100,N,N,Y,2,1703 E COLUMBIA ST 98122
727610,211,APARTMENT HOUSE,2,2,24,500,3,3,0,3,4,3,1963,1982,100,N,N,N,1,1122 N 180TH ST 98133
195970,140,APARTMENT,1,2,6,903,3,4,0,4,4,3,1916,1976,100,N,Y,N,1,216 E ROANOKE ST 98102
149830,940, ,1,2,4,1015,3,3,50,4,4,4,1902,1988,100,N,N,N,0,2020 14TH AVE S 98144
197220,1245,6 UNIT APARTMENT,1,3,6,717,3,3,33,4,4,3,1962,1982,100,N,N,N,1,3636 FREMONT AVE N 98103
745727,0,2 TH's + Dev Rights for 6 Units,1,3,2,1765,3,3,0,4,4,3,2009,2009,25,N,N,Y,2,1086 SW 130TH ST 98146
335340,1339,FOUR PLEX,1,2,4,962,3,3,0,4,4,3,1983,1990,100,N,N,Y,2,216 PORTLAND CT SW 98047
229722,0,4 UNIT-CONDOMINIUM,1,4,4,1448,3,3,0,4,4,4,1968,1989,100,N,Y, ,2,3612 26TH PL W 98199
73820,70,BENSON TRACE APTS,3,2,12,928,3,3,0,4,4,4,1986,1996,100,N,N,Y,2,10611 SE 238TH ST 98031
132204,9164,PARKSIDE,1,2,12,758,0,0,0,4,4,4,1967,1989,100,N,N,N,1,826 WOODFORD AVE N 98031
288620,90,GREENLAKE CO-OP ASSN,3,2,10,552,4,3,30,4,4,4,1941,1987,100,N,Y,N,1,7900 ASHWORTH AVE N 98103
423240,625,APARTMENT BLDG 16 UNITS,1,2,25,540,3,4,0,4,4,3,1927,1977,100,N,Y,N,1,535 16TH AVE E 98112
197220,1920,24 UNIT APT,1,4,24,610,3,3,42,4,4,3,1989,1993,100,N,Y,Y,2,3809 WINSLOW PL N 98103
352404,9011,STARLITER,1,4,31,679,3,3,0,4,4,3,1962,1982,100,N,Y,N,1,8708 RAINIER AVE S 98118
197720,671,THE HUMPHREY APTS,1,6,74,500,2,3,0,3,5,4,1923,1988,100,Y,Y,N,1,2205 2ND AVE 98121
723460,542,APARTMENT,1,2,6,897,3,3,0,4,4,3,1958,1979,100,N,N,N,1,1520 16TH AVE 98122
82605,9190,INTERLAKKEN APTS,2,2,38,782,0,0,0,4,4,4,1975,1992,100,N,Y,N,1,11119 WOODINVILLE DR 98011
446840,160,PARK MERIDIAN,2,3,45,663,3,3,0,4,4,3,1977,1987,100,N,Y,N,1,11224 MERIDIAN AVE N 98133
409250,0,2 UNIT TOWNHOUSE CONDO,1,2,2,1718,4,3,0,4,5,4,1981,1981,100,N,N,Y,2,10116 NE 64TH ST 98033
11410,645, ,1,4,49,687,3,3,0,4,4,3,2004,2004,100,Y,Y,Y,1,7111 NE 181ST ST 98028
409230,780,MAPLE WOOD APT,1,4,24,821,0,0,0,4,4,4,1985,1996,5,N,N,N,2,4253 7TH AVE NE 98105
982670,430,7 UNIT APT,1,2,7,907,3,2,40,4,4,4,1903,1986,100,N,N,N,1,1502 E YESLER WAY 98122
337721,0,8 UNIT WALK UP CONDOMINIUM,1,4,8,1000,3,3,0,4,4,3,1980,1980,100,N,N,Y,2,23415 18TH AVE S 98198
263690,205,Ballilnger Commons,26,2,110,1018,4,4,0,4,5,4,1969,1994,100,N,N,N,2,19800 BALLINGER WAY NE 98155
607271,0,Flats & T/H's,18,2,140,881,3,3,0,4,5,4,1967,1967,100,N,N, ,1,12200 SE 60TH ST 98006
387990,490,21 UNIT APARTMENT,1,3,21,621,3,3,0,4,4,4,1907,1980,100,N,Y,N,1,622 1ST AVE W 98119
364610,125,APARTMENT BLDG 18 UNITS,1,3,18,878,3,3,0,4,4,4,1967,1985,100,N,Y,N,2,209 22ND AVE S 98144
807710,5,TERRACE VIEW APTS BLDG #5,1,2,9,633,3,3,0,4,4,4,1960,1981,100,N,N,N,1,3604 NE 73RD PL 98115
256991,0,18 FLAT UNITS,1,5,18,1337,2,3,0,4,6,3,2003,2003,100,Y,Y,Y,2,511 W MERCER PL 98119
982870,2705,APARTMENTS,1,2,4,822,3,2,25,4,4,4,1904,1985,100,N,N,N,1,1823 25TH AVE 98122
91300,70, ,2,2,5,877,0,0,60,4,4,3,1948,1978,100,N,N,N,0,2142 ALKI AVE SW 98116
225450,1325,5 UNIT APT,1,2,5,615,3,2,20,4,2,2,1903,1964,100,N,Y,N,1,1110 14TH AVE 98122
700620,460,APT,1,2,9,391,3,3,0,4,2,3,1908,1970,100,N,N,N,0,6236 STANLEY AVE S 98108
330370,50,APARTMENT,1,3,7,975,3,2,0,4,4,3,1907,1974,100,N,N,Y,1,612 MALDEN AVE E 98112
176060,350,SUNNY DALE APTS,1,2,16,640,0,0,0,4,4,3,1987,1992,100,N,N,N,1,15035 8TH AVE S 98148
744200,375,5 UNIT APT,1,2,6,633,3,3,0,4,2,3,1910,1970,100,N,N,N,1,303 NW 41ST ST 98107
213900,10, ,14,3,61,843,0,0,0,4,5,3,2004,2004,100, , , ,0,18320 NE 98TH WAY 98052
769797,0,Flats,1,3,4,1519,4,4,0,1,7,3,2008,2008,100,Y,Y,Y,2,744 HARVARD AVE E 98102
784130,480,SIX-O-SIX APTS,1,2,5,851,0,0,0,4,4,3,1967,1984,100,N,N,N,1,606 SHATTUCK AVE S 98055
872725,0,2 TOWNHOUSE UNITS,1,2,2,1435,4,4,0,4,6,4,1985,2001,100,N,N,Y,2,2152 HALLECK AVE SW 98116
722400,740,4 PLEX APARTMENT,1,2,4,600,3,3,0,4,3,2,1968,1981,100,N,N,N,1,435 PARK AVE N 98055
287600,0,4 UNIT CONDO,2,2,4,1105,4,3,0,4,3,4,1977,1977,100,N,N,Y,2,735 3RD PL S 98033
202304,9232,APARTMENT,1,3,9,942,3,4,100,4,5,4,1984,1998,100,N,N,Y,1,15550 2ND AVE S 98148
302605,9218,LAKEVIEW APARTMENTS,1,2,8,880,3,3,0,4,4,3,1975,1987,100,N,N,N,1,9919 NE 119TH CT 98034
797420,925,NORTH END REALTY & APARTMENTS,2,3,21,739,2,3,0,4,4,3,1957,1972,100,N,N,N,1,6500 35TH AVE NE 98115
942140,15,APT,1,3,15,757,3,3,27,4,4,3,1907,1974,100,N,N,N,1,1809 15TH AVE 98122
187500,105,FOUR PLEX,1,2,4,780,4,3,50,4,4,3,1966,1984,100,N,N,N,1,211 3RD ST S 98033
29315,0,TOWNHOUSES,4,2,10,933,3,3,0,4,4,3,1990,1990,100,N,N,Y,2,1220 NE 177TH PL 98155
286740,0,108 Res + 3 Com'l units,1,27,111,830,3,3,0,2,5,4,1979,1979,100,Y,Y, ,1,2201 3RD AVE 98121
82505,9064,TIMBER RIDGE,2,3,12,932,3,3,12,4,5,3,1978,1991,100,N,N,Y,2,10848 NE 68TH ST 98033
219760,460,Apartments,2,5,91,704,3,3,18,4,5,3,1999,1999,100,Y,Y,N,2,1011 E TERRACE ST 98122
609417,0,FLATS,1,3,3,969,4,3,0,4,4,4,1987,1987,100,N,Y,Y,2,1929 42ND AVE E 98112
531910,210,fourplex,1,3,4,980,4,3,50,4,4,5,1920,1999,100,N,N,Y,2,2005 43RD AVE E 98112
45500,731,FOURPLEX,1,2,4,994,0,0,25,4,6,3,1957,1984,100,N,N,Y,1,5616 3RD AVE NW 98107
92105,9081,GENTRY WALK,13,3,167,950,0,0,0,4,4,3,1992,1996,100,N,N,Y,2,12725 SE 312TH ST 98092
664115,0,38 UNIT CONDO,1,4,38,1315,4,3,0,4,5,3,1997,2005,100,Y,Y,Y,2,615 6TH ST 98033
600300,2055,APT,1,2,8,610,3,2,0,4,4,3,1904,1974,100,N,N,N,1,114 HARVARD AVE E 98102
99300,425,APARTMENT,1,3,6,902,3,3,0,4,4,3,1995,1995,100,N,N,N,1,8830 NESBIT AVE N 98103
415210,0,22 UNIT CONDOMINIUM,3,3,22,1480,4,3,0,4,6,3,1978,1978,100,N,N,Y,2,300 7TH AVE S 98033
932540,0,16 FLAT UNITS,2,2,16,834,3,3,0,4,4,4,1988,2000,100,N,N,Y,2,9806 28TH AVE SW 98126
722780,1024, ,2,4,217,794,3,4,0,4,5,3,2009,2009,100,Y,Y, ,2,950 HARRINGTON AVE NE 98056
546960,0,24 - UNIT CONDO,10,2,24,2281,5,4,0,4,5,4,1979,1979,100,N,Y,Y,2,13810 SE 251ST ST 98042
419200,0,52 UNIT CONDO,7,3,52,1048,3,3,0,4,4,3,1988,1992,100,N,N,Y,2,4160 178TH LN SE 98008
522630,115,APARTMENT,1,2,12,388,0,0,0,4,5,3,1956,1983,100,N,N,N,1,5608 UNIVERSITY WAY NE 98105
132104,9090,4 PLEX,1,2,4,832,2,2,0,4,4,3,1979,1991,100,N,N,Y,2,12 5TH ST NW 98002
639129,0,SFR & MH,2,1,2,1331,3,3,0,4,4,4,1942,1942,100,N,N,Y,2,15024 DAYTON AVE N 98133
503630,260,MAGNOLIA CRESTVIEW APTS,1,4,26,892,3,3,27,4,6,3,1968,1989,100,Y,Y,N,1,2701 W MANOR PL 98199
865830,850,FOURPLEX AT COMMERCIAL ST,1,1,4,747,0,0,0,4,4,4,1968,1990,100,N,N,N,1,32188 E COMMERCIAL ST 98014
277060,515,4 PLEX,1,2,4,958,2,3,50,4,6,3,1980,1991,100,N,N,Y,2,3411 23RD AVE W 98199
716920,210,4 PLEX,1,2,4,905,3,3,0,4,5,4,1969,1996,100,N,N,N,1,6525 24TH AVE NE 98115
770159,0,98Unit Condo,15,3,98,1022,4,3,0,4,4,3,2004,2004,100,N,N, ,0,2910 ROYAL HILLS DR SE 98058
211270,800,HOLDEN VISTA,1,3,16,763,3,3,25,4,4,3,1970,1985,100,N,Y,N,1,1212 SW HOLDEN ST 98106
872660,0,14 UNIT CONDO,1,4,14,907,3,3,0,4,4,4,1969,1990,100,N,Y,N,1,1234 TAYLOR AVE N 98109
59600,0,Flats,1,2,4,553,3,3,0,4,4,4,1954,2002,100,N,N,N,0,1702 14TH AVE S 98144
929260,0,4 RES UNITS + 5 COML UNITS,1,7,9,1428,3,3,0,2,6,3,1989,1989,100,Y,Y,N,2,2131 WESTERN AVE 98121
796430,0,FLATS,1,3,15,1119,3,4,0,4,6,4,1988,1988,100,N,Y,Y,2,600 MALDEN AVE E 98112
912610,1185,4 PLEX,1,2,4,735,3,2,25,4,3,3,1950,1972,100,N,N,N,1,718 21ST AVE 98122
788070,0,32 Unit Condo,8,2,32,956,3,3,0,4,4,3,1990,1990,100,N,N,Y,2,1820 S 336TH ST 98003
569450,625, ,1,4,44,864,2,3,82,4,6,3,1997,1997,100,Y,Y,N,2,4250 AURORA AVE N 98103
253894,0,Flats & T/H's,4,2,16,799,3,4,0,4,5,3,2000,2000,100,N,Y,Y,2,5430 CALIFORNIA AVE SW 98136
775990,0, ,1,3,10,2038,4,4,100,3,5,3,1989,1989,100,Y, ,N,0,146 NW CANAL ST 98103
197820,895,ARCADIA APT,1,4,32,813,3,3,0,3,4,3,1916,1975,100,N,Y,N,1,1222 SUMMIT AVE 98101
4000,853,OL CARA APTS,3,3,48,722,3,3,50,4,4,4,1970,1991,100,N,N,N,1,3515 S 146TH ST 98168
134750,0,FLATS,1,3,10,630,3,3,0,4,4,4,1987,1997,100,N,Y,N,2,1115 16TH AVE 98122
277160,3590,4 - PLEX,1,1,4,835,3,3,0,4,5,3,1954,1983,100,N,N,Y,1,2304 W CROCKETT ST 98199
20021,0,FLATS,3,3,56,855,3,3,0,4,4,4,1981,1996,100,N,N,Y,2,17430 AMBAUM BLVD S 98148
952810,4685,MULTI RES,1,4,13,730,3,3,0,4,4,3,1987,1992,100,N,Y,N,1,6561 4TH AVE NE 98115
944860,0,36 RES UNITS + 1 COM'L UNIT + 51 PARKING,1,5,37,562,3,3,0,4,4,4,1991,1999,100,Y,Y, ,2,420 VALLEY ST 98109
721565,0,19 Unit Condo,1,6,19,1760,4,4,0,2,7,4,2004,2004,100,Y,Y, ,0,1414 1ST AVE W 98119
122000,410,COCHISE APARTMENTS,1,2,7,945,0,0,0,4,4,4,1968,1990,100,N,N,Y,1,15420 9TH AVE SW 98166
222790,75,ENCORE APARTMENTS,1,2,12,700,3,3,0,4,4,3,1962,1982,100,N,N,N,1,936 N 198TH ST 98133
754480,345,APT,1,3,5,783,2,2,0,4,3,3,1901,1968,100,N,N,N,1,519 23RD AVE 98122
664871,130,4 PLEX,1,2,4,939,0,0,0,4,5,3,1979,1988,100,N,N,Y,2,928 28TH ST NE 98002
329370,95,LINDENGROVE APARTMENTS,1,4,60,690,3,3,0,4,4,4,1978,1994,100,Y,Y,N,1,16100 LINDEN AVE N 98133
679130,0,Flats,4,3,36,1120,3,3,0,4,4,3,2000,2000,100,N,N,Y,2,22720 SE 29TH ST 98075
278815,0,FLATS,10,1,20,950,3,3,0,4,4,4,1978,1993,100,N,N,Y,2,790 126TH AVE NE 98005
983520,50,,4,4,70,689,3,3,0,4,4,3,2013,2013,100,Y,Y, ,1,3605 34TH AVE S
415430,5180,4-PLEX,1,2,4,684,3,3,50,4,4,3,1912,1975,100,N,N,N,0,4920 52ND AVE S 98118
872815,0,20 Unit Condo,1,5,20,1508,4,3,25,2,6,4,2005,2005,100,Y,Y,Y,2,22 W LEE ST
510140,2056,4 units in 2 bldgs,2,2,4,685,3,3,0,4,4,3,1911,1975,100,N,N,N,2,2303 NE 89TH ST 98115
780433,0,13 res + 3 coml unit condo,1,5,16,1292,3,3,0,4,5,3,1999,1999,100,Y,Y,N,2,615 E PIKE ST 98122
927220,1545,6-PLEX,1,2,6,653,0,0,0,4,4,3,1950,1981,100,N,N,Y,1,1634 CALIFORNIA AVE SW 98116
186351,0,3 UNIT CONDOMINIUM,1,3,3,1023,2,3,0,4,4,3,1993,1994,100,N,N,Y,2,1209 NW 85TH ST 98117
444380,255,APT,1,2,5,892,2,3,0,4,4,3,1962,1982,100,N,N,N,2,2761 NW 80TH ST 98117
330070,900,FOUR PLEX,1,1,4,510,3,3,0,4,3,3,1956,1975,100,N,N,N,1,8520 16TH AVE NW 98117
122200,7,TALL FIRS,1,3,16,1003,3,3,0,4,5,4,1967,1993,100,Y,N,N,1,255 SW 156TH ST 98166
982590,0,TOWNHOUSES,4,2,10,837,3,3,0,4,4,3,2001,2001,100,N,Y,Y,2,116 22ND AVE 98122
333990,1350,FOUR-PLEX,1,2,4,1197,0,0,0,4,4,4,1978,1993,100,N,N,N,2,938 14TH ST NE 98002
638850,0,FLATS,1,3,8,1101,3,3,0,4,4,4,1966,1976,100,N,N,N,1,11515 GREENWOOD AVE N 98133
289174,230,4 PLEX,1,2,4,882,0,0,0,4,4,3,1977,1987,100,N,N,Y,2,2307 O ST NE 98002
952410,281,7 UNIT APT BLDG,1,2,7,785,3,3,0,4,4,4,1984,1989,100,N,N,N,1,1123 N 91ST ST 98103
446840,270,11 UNIT APT BLDG,1,3,11,654,3,3,0,4,4,3,1982,1989,100,N,N,N,1,2141 N 113TH ST 98133
72304,9318,BURIEN CONTINENTAL APTS,2,2,20,709,3,3,0,4,4,3,1968,1983,100,N,N,N,1,11817 1ST AVE S 98168
890200,70,APARTMENT,1,2,7,750,2,3,0,4,4,3,1960,1981,100,N,Y,N,1,10525 24TH AVE NE 98125
788360,3825,800 THISTLE APTS,1,2,9,640,3,3,0,4,4,3,1960,1981,100,N,N,N,1,800 S THISTLE ST 98108
788360,610,LAS BRISAS DEL MAR,2,1,11,500,3,2,0,4,4,3,1994,1995,100,N,Y,N,1,501 S SULLIVAN ST 98108
744300,730,FOUR-PLEX,1,2,4,721,2,3,25,4,4,3,1953,1979,100,N,N,N,1,625 W NICKERSON ST 98119
727810,940, ,1,2,4,568,4,3,25,4,3,2,1905,1964,100,N,N,N,1,19332 RICHMOND BEACH DR NW 98177
8800,5,132 UNIT APT,12,3,132,780,2,3,0,4,4,3,1983,1990,100,N,Y,Y,1,1455 S PUGET DR 98055
501780,0,Flats,1,3,12,554,3,3,0,4,5,5,1908,1987,100,N,Y,N,2,1820 24TH AVE 98122
744300,990,FOURPLEX,1,3,4,716,2,3,25,4,4,5,1963,1993,100,N,Y,N,1,636 W NICKERSON ST 98119
186890,1680,APT,1,2,6,506,2,3,0,4,4,3,1958,1980,100,N,N,N,1,2611 NE 65TH ST 98115
100,113,FOUR PLEX,1,2,4,1080,0,0,0,4,6,3,1989,1996,100,N,N,Y,2,915 28TH ST NE 98002
881640,365,20 UNIT APARTMENT,1,3,21,435,0,0,0,4,5,3,1958,1984,100,N,N,N,1,1415 NE 52ND ST 98105
860221,0,3 FLAT UNITS,1,3,3,1208,5,4,100,4,6,4,1980,1999,100,N,N,Y,2,3023 ALKI AVE SW
387636,50,KINGSCOURT APTS BLDG 5,1,2,4,1232,3,4,0,4,5,3,1976,1990,100,N,N,Y,2,14309 123RD AVE NE 98034
264570,0,Cottages,4,2,4,1350,4,3,0,4,4,3,2005,2005,100,N,N,Y,2,16332 FREMONT AVE N 98133
197220,5315,8 unit apartment building,1,3,8,891,3,3,25,4,5,3,1998,1998,100, ,Y,Y,2,57 W ETRURIA ST 98119
684820,805,WINDSOR ARMS APTS,1,3,21,550,3,4,0,4,4,4,1925,1982,100,N,Y,N,1,532 BELMONT AVE E 98102
199120,600,,2,6,197,815,0,0,0,4,6,3,2010,2010,100,Y,Y, ,2,100 TAYLOR AVE N
129730,230,7 - UNIT APT,1,4,7,805,0,0,57,4,4,3,1977,1987,100,N,N,N,1,5050 CALIFORNIA AVE SW 98136
38060,0,TOWNHOUSES,1,2,11,1584,3,3,0,4,5,3,1970,1970,100,N,Y,Y,2,1532 NW 195TH ST 98177
423540,10,4 PLEX,1,1,4,323,3,2,0,4,3,3,1956,1975,100,N,N,N,1,3126 W GOVERNMENT WAY 98199
784920,245,RIVERSIDE APARTMENTS,1,1,5,362,3,3,40,4,4,3,1919,1976,100,N,N,N,1,38811 SE RIVER ST 98065
173590,0,3 UNIT CONDO,1,1,3,1076,3,3,0,4,4,4,1958,1980,100,N,N,Y,2,13757 35TH AVE NE 98125
312604,9249,4 PLEX,1,2,4,888,3,2,0,4,3,3,1950,1973,100,N,N,N,1,9102 LINDEN AVE N 98103
558930,5,KELSEY HOUSE APTS,2,3,43,703,3,3,0,4,4,4,1977,1995,100,N,Y,N,1,17120 15TH AVE NE 98155
282406,9069,TERRACE APARTMENTS,1,0,12,844,4,4,0,3,5,4,1959,1991,100,N,N,N,1,215 FRONT ST N 98027
268065,0,64 Unit Condo,16,2,64,1049,3,3,0,4,4,3,1980,1980,100,N,N,Y,2,17405 116TH AVE SE 98058
510140,405,APARTMENT,1,1,5,370,3,3,0,4,4,2,1955,1972,100,N,N,N,1,2020 NE 85TH ST 98115
431670,28,4 PLEX,1,2,4,863,3,3,0,4,4,3,1966,1984,100,N,N,N,0,7055 LINCOLN PARK WAY SW 98136
92504,9209,RAVENNA APTS,1,2,7,647,0,0,0,4,4,3,1950,1979,100,N,N,N,1,4735 RAVENNA AVE NE 98105
683990,0,52 res + 2 coml unit condo,1,8,54,1200,2,3,0,2,6,3,1999,2000,100,Y,Y,Y,2,2319 1ST AVE 98121
122000,1125,EIGHT UNIT,1,2,8,706,3,3,0,4,4,4,1977,1992,100,N,N,N,2,432 SW 155TH ST 98166
46411,0,Res Condo,1,3,6,750,3,3,0,4,5,3,2003,2003,100,N,Y,Y,2,2433 NW 59TH ST 98107
277060,3885,DEAUVILLE APTS,1,3,8,784,3,3,38,4,3,3,1961,1978,100,N,N,N,1,2801 14TH AVE W 98119
723150,2520,4-PLEX,1,2,4,750,0,0,0,4,4,3,1979,1988,100,N,N,N,1,532 BURNETT AVE S 98055
943140,0,Mixed use building: 24 Res/2 Com'l Units,1,4,26,616,3,3,0,4,5,3,2002,2002,100,Y,Y,N,2,1909 10TH AVE W 98119
219760,221, ,1,6,21,959,3,3,33,4,5,3,2000,2000,100,Y,Y, ,2,914 E TERRACE ST 98122
131045,0,FLATS,1,4,40,868,2,3,0,4,4,3,1982,1982,100,Y,Y,Y,2,9512 1ST AVE NE 98115
289580,290, ,2,2,8,1155,0,0,0,4,4,3,2007,2007,100,N,N,N,2,9739 9TH PL SW
664871,40,4-Plex,1,2,4,939,3,3,0,4,4,4,1977,1987,100,N, ,Y,2,936 28TH ST NE
66240,0,Mixed Use Condominium,1,5,31,1470,4,4,0,2,6,4,2003,2003,100,Y,Y,Y,2,2425 33RD AVE W 98199
794260,1245,4 PLEX,1,2,4,890,3,3,0,4,3,2,1908,1964,100,N,N,N,1,319 16TH AVE 98122
128230,1030,12 UNIT APTS,2,3,12,957,2,3,0,4,4,3,1992,1994,100,N,N,N,1,3300 WETMORE AVE S 98144
140,19,Cambridge Park Villa,11,4,192,932,3,3,0,4,5,3,2010,2010,100,N,Y,Y,2,6801 S 133RD ST
172205,9226,DUPLEX,1,2,2,969,0,0,0,4,4,3,1968,1985,100, ,N,Y,1,10705 238TH ST SE 98031
505030,0,Townhouses,1,3,5,1668,4,4,0,4,6,5,1969,1996,100,N,N, ,2,379 100TH AVE NE 98004
221219,0,30 RES CONDO,2,3,30,1264,3,3,0,4,4,3,1985,1985,100,N,N,Y,2,9920 NE 119TH ST 98034
893570,0,14 UNIT CONDO,1,3,14,998,2,3,0,4,4,4,1969,1978,100,N,N,N,1,7064 35TH AVE NE 98115
72605,9071,TRAILSIDE APTS,3,3,57,785,0,0,60,4,4,4,1987,1997,100,N,N,Y,2,17725 HALL RD 98011
335340,1337,4 PLEX,1,2,4,912,3,3,0,4,4,3,1983,1990,100,N,N,Y,2,212 PORTLAND CT SW 98047
327860,3180, ,1,4,75,542,3,4,0,4,4,3,2006,2006,100,Y,Y,N,1,3201 SW GRAHAM ST
360240,160,IOLANI APT,1,2,8,520,3,2,0,4,4,3,1943,1981,100,N,N,N,1,24415 PACIFIC HWY S 98032
505350,0,Flats,1,3,22,1090,3,3,0,4,4,3,2005,2006,100,Y,Y,Y,2,20028 15TH AVE NE 98155
769812,0,21 UNIT CONDO & 1 MANAGERS UNIT,1,5,21,1378,2,3,0,4,6,4,1984,1984,100,N,Y, ,2,700 CROCKETT ST 98109
381095,0,11 UNIT CONDO,1,3,11,2286,4,4,0,4,8,3,1989,1990,100,Y,Y,Y,2,735 1ST ST S 98033
178460,0,3 RES UNITS + 1 COML UNIT,1,5,4,1614,3,3,0,1,6,3,2003,2003,100,Y,Y, ,2,424 QUEEN ANNE AVE N 98109
744300,756,FOURPLEX,1,2,4,648,2,3,50,4,4,3,1956,1979,100,N,N,N,1,3469 6TH AVE W 98119
13950,0,"24 UNITS, FLATS",1,4,24,1346,4,3,0,4,5,5,1976,1993,100,Y,Y,Y,2,2200 ALKI AVE SW 98116
795030,3765,APARTMENTS,1,2,6,820,3,3,0,4,4,3,1963,1982,100,N,N,N,1,4426 36TH AVE S 98118
276770,475,MIXED USE OFFICE & MULTI RES,1,4,9,775,3,3,0,4,4,3,1994,1995,100,N,Y,Y,2,1748 NW 56TH ST 98107
754830,125,7 UNIT,1,2,7,690,3,3,60,4,4,2,1900,1965,100,N,Y,N,1,1544 14TH AVE S 98144
890000,145,4PLEX & SFR,2,2,5,716,3,3,0,4,3,3,1909,1970,100,N,N,N,1,319 W DRAVUS ST 98119
65600,600,FLEMING APTS,1,3,35,461,2,3,0,3,4,3,1918,1976,100,N,Y,N,1,2321 4TH AVE 98121
